date,open,high,low,close,volume
2024-07-16,37797.39,37889.24,36946.34,37027.47,24041.12
2024-07-17,37027.47,37769.13,36739.25,37414.20,16909.25
2024-07-18,37414.20,37436.91,36618.21,36720.18,21551.24
2024-07-19,36720.18,37399.60,36696.80,37237.24,22647.84
2024-07-22,37237.24,37406.11,36657.64,36913.08,29689.02
2024-07-23,36913.08,37070.87,36699.81,36938.88,20954.36
2024-07-24,36938.88,37171.62,35522.98,35690.23,15514.10
2024-07-25,35690.23,35857.53,35045.76,35079.43,19112.09
2024-07-26,35079.43,35342.17,34956.21,35295.19,18969.36
2024-07-29,35295.19,36233.72,35088.92,36100.24,17127.00
2024-07-30,36100.24,36276.03,35773.68,35848.02,13691.01
2024-07-31,35848.02,35862.64,35591.50,35681.41,19466.53
2024-08-01,35681.41,36035.90,35640.31,35773.00,17029.88
2024-08-02,35773.00,35932.13,35694.71,35914.06,17851.41
2024-08-05,35914.06,35930.66,35699.60,35755.83,17589.62
2024-08-06,35755.83,35843.29,35575.72,35699.36,12486.34
2024-08-07,35699.36,36235.19,35599.33,36174.87,12526.67
2024-08-08,36174.87,36897.14,36079.32,36787.64,20397.01
2024-08-09,36787.64,37305.99,36691.34,37284.39,23920.05
2024-08-12,37284.39,37345.70,36623.05,36695.64,25549.38
2024-08-13,36695.64,36837.87,35993.89,36337.51,19165.80
2024-08-14,36337.51,36763.42,36226.46,36677.02,26021.03
2024-08-15,36677.02,36736.01,35382.71,35386.59,12195.00
2024-08-16,35386.59,35955.34,35326.42,35879.26,19673.12
2024-08-19,35879.26,35956.26,35094.88,35261.78,19271.19
2024-08-20,35261.78,35356.31,34381.26,34464.17,25764.93
2024-08-21,34464.17,34598.91,33672.84,33796.49,25487.70
2024-08-22,33796.49,34006.54,33562.32,33582.89,26248.16
2024-08-23,33582.89,33939.12,33428.75,33806.04,29385.65
2024-08-26,33806.04,34023.29,33477.56,33683.62,23093.62
2024-08-27,33683.62,34333.23,33596.87,34190.48,33189.92
2024-08-28,34190.48,34285.78,33653.03,33783.86,16445.47
2024-08-29,33783.86,34072.46,33752.88,33964.15,19604.61
2024-08-30,33964.15,35118.22,33947.06,34998.19,27726.06
2024-09-02,34998.19,35215.27,34640.21,34853.90,33678.64
2024-09-03,34853.90,35101.25,34654.67,35000.19,17797.52
2024-09-04,35000.19,35795.73,34993.27,35778.26,12568.98
2024-09-05,35778.26,35830.17,35111.88,35228.07,14274.86
2024-09-06,35228.07,35825.89,35017.92,35660.32,13301.30
2024-09-09,35660.32,36245.17,35515.88,36228.43,16692.52
2024-09-10,36228.43,36436.70,36040.13,36241.68,14342.99
2024-09-11,36241.68,36312.15,35381.45,35547.69,14178.48
2024-09-12,35547.69,36626.92,35477.82,36511.85,16194.73
2024-09-13,36511.85,36529.52,36454.55,36516.01,13897.79
2024-09-16,36516.01,36697.51,36097.10,36114.44,16056.06
2024-09-17,36114.44,36225.30,35760.48,35807.99,15514.60
2024-09-18,35807.99,35819.75,35244.77,35284.40,19934.70
2024-09-19,35284.40,35760.32,35133.23,35567.13,19412.72
2024-09-20,35567.13,35769.13,35536.45,35687.27,14738.44
2024-09-23,35687.27,36239.04,35574.83,36201.18,17025.95
2024-09-24,36201.18,36521.62,36134.83,36476.79,15946.56
2024-09-25,36476.79,36938.24,36457.67,36812.93,25635.51
2024-09-26,36812.93,36892.39,36162.14,36235.75,19226.10
2024-09-27,36235.75,36541.24,36136.50,36528.50,19281.16
2024-09-30,36528.50,36562.51,36331.65,36547.96,14476.37
2024-10-01,36547.96,36689.16,36026.71,36151.10,15306.08
2024-10-02,36151.10,36207.58,36133.06,36171.45,14566.84
2024-10-03,36171.45,36250.25,36109.32,36232.18,14369.17
2024-10-04,36232.18,36293.75,36011.67,36017.84,12634.52
2024-10-07,36017.84,36152.07,35693.26,35905.51,13856.50
2024-10-08,35905.51,35994.71,35554.01,35716.39,18015.11
2024-10-09,35716.39,35769.35,35380.90,35458.33,19497.60
2024-10-10,35458.33,36118.92,35383.52,35911.78,18132.54
2024-10-11,35911.78,36003.52,35313.69,35523.23,14988.74
2024-10-14,35523.23,35786.00,35336.55,35752.62,17617.86
2024-10-15,35752.62,35884.07,35454.80,35473.65,17949.99
2024-10-16,35473.65,35565.42,35462.49,35546.73,12098.26
2024-10-17,35546.73,35681.98,35151.69,35246.57,18943.84
2024-10-18,35246.57,35409.83,34586.29,34740.69,24492.79
2024-10-21,34740.69,35193.73,34636.17,35163.66,18256.43
2024-10-22,35163.66,36273.31,35159.76,36252.31,16711.50
2024-10-23,36252.31,36687.23,36203.33,36608.74,15979.60
2024-10-24,36608.74,36644.29,36338.54,36460.59,13612.92
2024-10-25,36460.59,36679.52,36293.57,36644.42,15402.94
2024-10-28,36644.42,36808.53,36195.30,36358.27,16250.70
2024-10-29,36358.27,36575.68,36237.19,36520.61,16715.13
2024-10-30,36520.61,36625.18,36488.54,36573.88,15155.99
2024-10-31,36573.88,36742.22,36439.39,36479.99,14612.32
2024-11-01,36479.99,37631.00,36384.61,37529.77,22913.40
2024-11-04,37529.77,37870.14,36427.18,36767.79,19194.43
2024-11-05,36767.79,36869.42,36426.44,36675.53,18701.83
2024-11-06,36675.53,36710.95,36189.72,36258.59,12474.71
2024-11-07,36258.59,36343.92,35510.46,35587.83,16679.13
2024-11-08,35587.83,36979.95,35517.89,36911.82,20295.89
2024-11-11,36911.82,37170.49,36839.33,37148.39,43555.19
2024-11-12,37148.39,37745.96,37030.23,37600.49,37323.50
2024-11-13,37600.49,38471.72,35524.42,36306.66,29009.34
2024-11-14,36306.66,36622.95,35971.37,36547.26,21983.07
2024-11-15,36547.26,36606.47,35173.16,35575.27,24116.09
2024-11-18,35575.27,35735.10,35118.39,35199.68,23934.89
2024-11-19,35199.68,35556.08,34559.63,34650.47,24977.52
2024-11-20,34650.47,34824.75,34600.75,34693.42,42329.41
2024-11-21,34693.42,34919.86,33164.66,33867.92,17361.66
2024-11-22,33867.92,34101.98,32598.72,33254.40,15633.73
2024-11-25,33254.40,33428.33,32508.57,32761.00,16278.61
2024-11-26,32761.00,32782.19,32707.05,32747.36,19051.01
2024-11-27,32747.36,33105.56,32386.55,33091.76,17194.35
2024-11-28,33091.76,33361.74,32661.32,32884.10,19007.25
2024-11-29,32884.10,33154.04,32668.04,33107.79,16304.69
2024-12-02,33107.79,33600.21,32035.84,32556.20,17163.61
2024-12-03,32556.20,32831.07,31904.69,32089.41,19451.84
2024-12-04,32089.41,32393.61,31996.55,32222.52,21946.06
2024-12-05,32222.52,32640.86,31988.07,32454.86,18885.52
2024-12-06,32454.86,32935.45,32119.51,32763.56,14302.94
2024-12-09,32763.56,33141.45,32690.28,32993.43,14657.85
2024-12-10,32993.43,33035.36,32953.59,32973.42,18008.78
2024-12-11,32973.42,33120.93,32398.02,32564.25,18632.55
2024-12-12,32564.25,33311.49,32334.76,32925.38,14016.38
2024-12-13,32925.38,33961.95,31335.11,31888.14,14158.80
2024-12-16,31888.14,32109.07,31760.84,32020.85,21652.34
2024-12-17,32020.85,32355.99,30884.38,30974.11,20786.22
2024-12-18,30974.11,31480.48,29834.04,30083.17,16687.69
2024-12-19,30083.17,30442.50,29250.39,29548.60,20533.07
2024-12-20,29548.60,29710.71,29451.83,29669.26,18258.92
2024-12-23,29669.26,29869.27,29658.59,29742.03,16862.82
2024-12-24,29742.03,31121.54,29033.03,30518.81,15848.94
2024-12-25,30518.81,31547.65,30109.25,31074.39,18392.03
2024-12-26,31074.39,31079.48,30975.63,31049.01,20783.24
2024-12-27,31049.01,31757.04,30782.72,31372.83,15389.55
2024-12-30,31372.83,31935.21,31169.80,31769.95,18154.24
2024-12-31,31769.95,31912.22,31557.98,31579.76,20651.38
2025-01-01,31579.76,31740.75,31356.47,31440.06,17171.97
2025-01-02,31440.06,31528.38,31170.87,31309.70,14995.80
2025-01-03,31309.70,32697.34,30951.24,32151.92,16606.33
2025-01-06,32151.92,32986.91,30387.54,31028.87,19637.60
2025-01-07,31028.87,31254.06,31002.18,31130.49,14239.10
2025-01-08,31130.49,31295.92,30542.37,30722.60,19604.29
2025-01-09,30722.60,31009.87,30064.44,30245.66,20934.50
2025-01-10,30245.66,30546.86,29650.68,29880.32,18234.51
2025-01-13,29880.32,30421.16,29721.82,30180.52,14133.99
2025-01-14,30180.52,30220.37,28950.87,29440.30,15037.68
2025-01-15,29440.30,30255.14,28920.23,29871.91,21264.86
2025-01-16,29871.91,30269.62,29705.29,30034.60,17462.05
2025-01-17,30034.60,30049.58,29969.17,29996.63,21677.48
2025-01-20,29996.63,30023.11,29985.39,29999.90,19738.94
2025-01-21,29999.90,30604.24,29548.52,30579.54,15303.39
2025-01-22,30579.54,31305.33,30391.58,30910.95,21124.02
2025-01-23,30910.95,31147.26,30609.96,30626.87,15991.48
2025-01-24,30626.87,30868.32,30340.75,30819.30,16548.60
2025-01-27,30819.30,31021.45,30311.17,30319.31,18090.11
2025-01-28,30319.31,30425.14,29352.56,29799.23,17424.30
2025-01-29,29799.23,30254.98,29634.72,29984.96,19296.18
2025-01-30,29984.96,30066.59,28839.13,29361.84,17512.95
2025-01-31,29361.84,29597.96,29228.93,29504.48,19380.27
2025-02-03,29504.48,29734.88,29444.64,29600.88,15078.70
2025-02-04,29600.88,29745.26,29550.03,29696.13,19677.57
2025-02-05,29696.13,30192.32,29688.50,29935.30,14163.20
2025-02-06,29935.30,30531.51,29783.40,30198.80,14758.28
2025-02-07,30198.80,30749.56,30192.40,30582.64,17925.75
2025-02-10,30582.64,30757.67,30207.62,30309.97,18485.43
2025-02-11,30309.97,30349.70,30188.49,30234.22,20034.70
2025-02-12,30234.22,30439.48,30080.73,30364.20,16072.82
2025-02-13,30364.20,30593.45,30196.94,30556.90,16478.59
2025-02-14,30556.90,30596.16,30439.65,30495.41,14160.35
2025-02-17,30495.41,31062.54,29940.68,30994.73,15440.60
2025-02-18,30994.73,31038.72,30346.01,30532.89,18645.00
2025-02-19,30532.89,30866.48,29928.91,30272.70,16479.30
2025-02-20,30272.70,30484.91,30120.03,30374.94,20083.82
2025-02-21,30374.94,30729.17,30264.61,30655.11,19964.13
2025-02-24,30655.11,30743.28,30506.84,30578.28,12725.54
2025-02-25,30578.28,30663.51,30431.12,30478.09,13936.78
2025-02-26,30478.09,31173.16,30455.83,30865.80,14210.30
2025-02-27,30865.80,31096.17,30814.53,31061.39,21231.53
2025-02-28,31061.39,31192.89,30652.68,30877.34,13023.53
2025-03-03,30877.34,31167.96,30783.28,31025.44,22297.20
2025-03-04,31025.44,31277.69,30718.69,31143.82,22606.69
2025-03-05,31143.82,31438.16,31082.22,31391.56,25156.09
2025-03-06,31391.56,31449.90,30399.72,30413.01,18322.89
2025-03-07,30413.01,30586.88,29926.99,29941.24,13562.92
2025-03-10,29941.24,30312.88,29754.72,30106.56,13248.16
2025-03-11,30106.56,30273.64,29531.83,29796.41,26852.93
2025-03-12,29796.41,30112.70,29641.22,29903.73,15793.61
2025-03-13,29903.73,30099.57,29839.41,29919.39,12246.61
2025-03-14,29919.39,29987.80,29785.11,29824.01,20804.93
2025-03-17,29824.01,29837.29,29500.03,29712.75,29966.50
2025-03-18,29712.75,29951.87,29673.96,29929.65,12703.57
2025-03-19,29929.65,30219.81,29894.43,30082.50,19396.91
2025-03-20,30082.50,30241.79,30078.29,30215.25,16936.62
2025-03-21,30215.25,30330.90,30140.27,30241.16,14977.49
2025-03-24,30241.16,30634.15,30145.34,30545.69,19719.32
2025-03-25,30545.69,31120.19,30526.82,30978.98,17826.35
2025-03-26,30978.98,31117.46,30868.88,31070.84,23253.10
2025-03-27,31070.84,31139.89,30912.09,30966.08,12268.65
2025-03-28,30966.08,31098.84,30806.02,30931.28,16215.91
2025-03-31,30931.28,31059.37,30750.80,30828.88,13444.55
2025-04-01,30828.88,30921.15,30808.16,30909.36,13118.42
2025-04-02,30909.36,30953.01,30157.06,30249.09,12796.97
2025-04-03,30249.09,30567.80,30114.39,30556.54,18236.38
2025-04-04,30556.54,30833.31,30399.34,30690.32,13591.80
2025-04-07,30690.32,31114.94,30417.99,31081.11,26992.77
2025-04-08,31081.11,31296.23,30635.24,30792.90,15672.51
2025-04-09,30792.90,30943.46,30685.71,30930.03,13061.87
2025-04-10,30930.03,30999.43,30431.23,30457.86,19964.42
2025-04-11,30457.86,31114.51,30349.97,30984.20,14043.43
2025-04-14,30984.20,31045.32,30210.35,30347.96,19817.98
2025-04-15,30347.96,30439.49,30033.72,30042.03,17203.50
2025-04-16,30042.03,30313.88,29972.59,30244.71,14414.00
2025-04-17,30244.71,30841.40,29957.57,30673.77,16944.93
2025-04-18,30673.77,31104.34,30663.34,31063.99,23695.11
2025-04-21,31063.99,31702.65,30998.83,31587.49,23605.19
2025-04-22,31587.49,31666.77,30678.50,30745.69,13884.13
2025-04-23,30745.69,30844.62,29906.18,29934.20,18259.08
2025-04-24,29934.20,30205.53,29767.44,30156.37,18749.99
2025-04-25,30156.37,30193.47,29971.13,30101.93,18683.06
2025-04-28,30101.93,30359.45,30093.52,30328.86,17774.40
2025-04-29,30328.86,30553.56,30066.10,30080.06,13886.79
2025-04-30,30080.06,30408.19,30009.64,30312.47,13408.73
2025-05-01,30312.47,30620.21,30207.99,30566.13,13474.22
2025-05-02,30566.13,30736.43,30146.64,30248.96,15263.99
2025-05-05,30248.96,30550.93,30104.87,30368.54,18595.89
2025-05-06,30368.54,30448.23,30328.94,30438.27,17714.59
2025-05-07,30438.27,30462.90,30299.94,30327.13,12275.47
2025-05-08,30327.13,30652.59,30163.12,30480.96,15100.64
2025-05-09,30480.96,30627.58,30116.80,30198.41,15164.99
2025-05-12,30198.41,30350.34,29912.08,29920.35,15604.28
2025-05-13,29920.35,30058.17,29531.31,29719.78,28499.14
2025-05-14,29719.78,30127.25,29610.57,30113.41,19201.54
2025-05-15,30113.41,30223.30,30034.33,30109.39,18670.20
2025-05-16,30109.39,30531.50,29983.12,30390.54,16382.72
2025-05-19,30390.54,31457.98,29537.42,31153.11,28729.01
2025-05-20,31153.11,31162.37,30833.40,30930.72,27224.39
2025-05-21,30930.72,31071.98,30831.43,30869.18,32378.55
2025-05-22,30869.18,31079.66,30318.97,30617.77,37236.44
2025-05-23,30617.77,30709.53,30573.34,30633.50,38953.05
2025-05-26,30633.50,31298.26,30515.81,31000.33,30192.50
2025-05-27,31000.33,31425.17,30280.48,30354.75,37190.75
2025-05-28,30354.75,30632.94,30211.43,30484.42,26755.59
2025-05-29,30484.42,30646.26,30292.16,30394.55,41751.49
2025-05-30,30394.55,30957.50,29401.27,29919.05,20562.17
2025-06-02,29919.05,30018.68,29367.21,29492.60,28175.19
2025-06-03,29492.60,29708.23,29010.08,29282.96,28771.75
2025-06-04,29282.96,30044.24,29086.04,29619.58,27082.52
2025-06-05,29619.58,30176.29,29014.67,29154.80,14502.03
2025-06-06,29154.80,29287.99,29140.04,29239.34,20087.91
2025-06-09,29239.34,29409.77,28669.11,28721.93,19968.00
2025-06-10,28721.93,29031.31,28243.88,28462.16,19821.56
2025-06-11,28462.16,28539.68,27906.68,28093.70,21993.03
2025-06-12,28093.70,28481.54,27608.69,27716.75,18155.63
2025-06-13,27716.75,27962.85,26715.14,27170.49,21463.46
2025-06-16,27170.49,27256.60,27099.56,27191.32,18007.89
2025-06-17,27191.32,27289.29,27054.78,27111.56,21549.45
2025-06-18,27111.56,27204.03,26580.55,26895.48,18251.22
2025-06-19,26895.48,27210.99,26675.35,27127.64,21758.96
2025-06-20,27127.64,27626.26,26946.96,27363.47,17967.34
2025-06-23,27363.47,27786.90,27137.09,27570.96,20064.33
2025-06-24,27570.96,27746.54,27361.74,27421.81,17965.11
2025-06-25,27421.81,27448.49,27298.51,27371.34,20182.30
2025-06-26,27371.34,27888.66,27053.59,27696.67,21115.88
2025-06-27,27696.67,27729.56,27630.38,27644.45,19804.22
2025-06-30,27644.45,27680.89,27569.37,27623.36,16348.60
2025-07-01,27623.36,27919.05,27567.66,27842.31,15054.70
2025-07-02,27842.31,27910.90,27351.14,27597.12,16931.70
2025-07-03,27597.12,27850.62,27282.37,27352.91,15455.14
2025-07-04,27352.91,27433.83,26948.46,27068.35,16405.11
2025-07-07,27068.35,27109.28,26997.14,27003.22,17072.04
2025-07-08,27003.22,27440.83,26301.14,26548.68,18604.87
2025-07-09,26548.68,27054.07,26446.44,26872.43,17721.23
2025-07-10,26872.43,26910.08,26813.28,26847.00,19913.11
2025-07-11,26847.00,27103.59,26400.89,26542.86,18111.28
2025-07-14,26542.86,26820.43,26222.77,26266.79,17131.96
2025-07-15,26266.79,26372.05,25926.50,26021.10,20534.76
2025-07-16,26021.10,26185.12,25750.41,25901.72,15651.30
2025-07-17,25901.72,26111.75,25692.51,26077.52,18296.87
2025-07-18,26077.52,26289.11,25526.25,25776.46,21373.82
2025-07-21,25776.46,26281.77,25751.22,26044.62,21994.54
2025-07-22,26044.62,26211.09,25973.00,26144.27,15342.02
2025-07-23,26144.27,26254.99,25787.66,25977.95,15841.05
2025-07-24,25977.95,26013.99,25953.08,25957.05,21525.24
2025-07-25,25957.05,26100.82,24960.78,25432.98,20205.43
2025-07-28,25432.98,25439.16,25399.72,25431.93,17925.50
2025-07-29,25431.93,25716.33,25022.11,25125.66,15183.27
2025-07-30,25125.66,25172.50,25108.43,25136.61,20033.38
2025-07-31,25136.61,25555.32,24971.05,25361.77,17916.69
2025-08-01,25361.77,25765.14,24771.99,24985.23,20067.34
2025-08-04,24985.23,25049.51,24909.41,24939.24,21987.00
2025-08-05,24939.24,25353.53,24284.89,24497.77,15459.20
2025-08-06,24497.77,24816.21,23949.13,24202.13,19896.39
2025-08-07,24202.13,24209.84,24009.14,24047.97,21834.71
2025-08-08,24047.97,24391.49,23526.86,23751.94,18819.12
2025-08-11,23751.94,23896.40,23705.88,23838.70,20375.97
2025-08-12,23838.70,24046.37,23657.34,23963.47,18752.84
2025-08-13,23963.47,24079.36,23618.73,23766.16,20284.18
2025-08-14,23766.16,23939.46,23396.78,23570.04,15321.42
2025-08-15,23570.04,23915.45,23155.97,23303.58,20859.64
2025-08-18,23303.58,23533.63,23236.15,23496.70,21628.61
2025-08-19,23496.70,23604.38,23442.16,23556.43,15473.00
2025-08-20,23556.43,23710.26,22860.06,23174.39,21311.75
2025-08-21,23174.39,23375.99,22759.56,22890.77,14469.22
2025-08-22,22890.77,23073.15,22299.27,22570.21,16404.52
2025-08-25,22570.21,22843.91,21549.82,22055.63,21860.69
2025-08-26,22055.63,22257.65,21454.59,21767.03,20457.33
2025-08-27,21767.03,22394.94,21750.30,22191.78,16174.66
2025-08-28,22191.78,22298.80,21417.15,21501.52,19314.36
2025-08-29,21501.52,21637.84,21115.61,21304.17,15469.03
2025-09-01,21304.17,21688.32,20538.21,20791.99,16459.56
2025-09-02,20791.99,21479.05,20536.72,21120.54,20640.47
