date,open,high,low,close,volume
2024-05-07,37523.03,37648.17,37231.56,37323.97,23827.80
2024-05-08,37323.97,37557.57,35420.92,35763.29,25605.88
2024-05-09,35763.29,35811.06,35566.32,35705.22,19735.76
2024-05-10,35705.22,37337.27,35367.71,37065.08,32275.26
2024-05-13,37065.08,37278.84,36952.11,37236.43,31135.46
2024-05-14,37236.43,37245.85,37111.21,37193.12,28956.47
2024-05-15,37193.12,37663.84,37040.78,37577.04,24466.73
2024-05-16,37577.04,38623.13,37249.55,38535.44,33144.87
2024-05-17,38535.44,40754.49,38193.49,40676.99,12902.92
2024-05-20,40676.99,40835.38,39504.12,39575.29,18214.02
2024-05-21,39575.29,39860.62,39457.65,39740.27,19653.38
2024-05-22,39740.27,40500.14,39624.31,40267.06,13186.40
2024-05-23,40267.06,40315.58,40112.65,40296.89,14894.77
2024-05-24,40296.89,41452.43,40249.04,41445.50,19906.16
2024-05-27,41445.50,41780.39,41084.23,41253.34,12440.54
2024-05-28,41253.34,41539.81,39999.46,40346.03,18564.45
2024-05-29,40346.03,41871.92,40295.29,41865.31,23109.48
2024-05-30,41865.31,41946.19,41093.57,41290.19,14038.59
2024-05-31,41290.19,41611.61,40470.38,40744.96,14768.66
2024-06-03,40744.96,41127.74,40550.39,40765.71,19114.23
2024-06-04,40765.71,41173.99,40687.06,41030.64,17833.37
2024-06-05,41030.64,41287.04,40946.86,41258.25,14637.06
2024-06-06,41258.25,41525.19,40587.83,40716.83,15587.17
2024-06-07,40716.83,40733.58,40211.37,40349.34,13713.57
2024-06-10,40349.34,40510.84,38462.93,38477.89,24072.56
2024-06-11,38477.89,38590.66,37430.61,37530.70,19156.66
2024-06-12,37530.70,39848.80,37188.20,39642.40,19415.98
2024-06-13,39642.40,40726.69,39555.77,40719.18,18156.27
2024-06-14,40719.18,41140.40,40638.77,41092.85,19275.20
2024-06-17,41092.85,41136.77,40327.36,40351.45,13169.32
2024-06-18,40351.45,40378.32,39340.39,39565.81,12171.18
2024-06-19,39565.81,41230.69,39468.54,41012.56,13855.58
2024-06-20,41012.56,41111.27,40454.69,40578.24,17904.25
2024-06-21,40578.24,40818.60,39522.69,39793.50,14431.62
2024-06-24,39793.50,40056.88,39765.28,39927.92,12372.14
2024-06-25,39927.92,40527.09,39821.55,40427.64,18155.28
2024-06-26,40427.64,40951.99,40153.57,40873.99,15244.07
2024-06-27,40873.99,42379.72,40831.85,42156.40,22391.38
2024-06-28,42156.40,42177.78,41139.50,41385.26,13372.76
2024-07-01,41385.26,42073.95,41067.03,42039.77,25308.35
2024-07-02,42039.77,42097.40,40731.96,40759.79,14835.55
2024-07-03,40759.79,41231.13,40592.26,41203.93,12796.60
2024-07-04,41203.93,41691.67,40978.43,41486.87,19487.33
2024-07-05,41486.87,41543.54,40165.12,40384.07,16246.54
2024-07-08,40384.07,40469.24,40042.81,40194.79,19840.64
2024-07-09,40194.79,40203.10,39266.95,39512.41,15494.21
2024-07-10,39512.41,40607.18,39258.92,40349.70,19936.91
2024-07-11,40349.70,40512.17,38379.22,38542.90,37368.17
2024-07-12,38542.90,38564.80,37694.46,37946.81,32924.55
2024-07-15,37946.81,40278.69,37889.72,40189.38,14920.19
2024-07-16,40189.38,40325.46,39994.31,40159.24,16548.87
2024-07-17,40159.24,41085.92,40157.72,41077.16,13409.39
2024-07-18,41077.16,42149.01,40851.76,41913.93,35265.70
2024-07-19,41913.93,42074.25,40132.20,40177.42,19687.29
2024-07-22,40177.42,40510.12,39911.65,40268.87,15721.19
2024-07-23,40268.87,40372.94,40102.96,40329.12,15436.53
2024-07-24,40329.12,40921.70,40115.11,40716.78,19725.35
2024-07-25,40716.78,41876.79,40604.31,41607.82,17313.10
2024-07-26,41607.82,41760.56,41190.74,41378.03,14190.12
2024-07-29,41378.03,41805.22,41200.38,41760.24,18368.55
2024-07-30,41760.24,41960.91,40667.57,40798.66,16035.20
2024-07-31,40798.66,41282.09,40645.04,41229.98,13268.04
2024-08-01,41229.98,41335.99,40403.55,40493.20,14549.77
2024-08-02,40493.20,40611.99,40101.55,40117.52,14307.14
2024-08-05,40117.52,40995.87,39987.79,40866.96,18635.37
2024-08-06,40866.96,40942.10,40292.13,40537.09,14337.41
2024-08-07,40537.09,40561.18,40232.07,40506.30,17259.44
2024-08-08,40506.30,40768.90,40502.24,40736.40,15147.98
2024-08-09,40736.40,40941.08,39969.66,40069.93,16669.43
2024-08-12,40069.93,40538.61,40020.42,40467.58,16332.84
2024-08-13,40467.58,41777.36,40313.60,41583.90,12612.21
2024-08-14,41583.90,41994.14,41530.87,41802.87,20527.66
2024-08-15,41802.87,41882.02,41241.05,41395.78,15969.31
2024-08-16,41395.78,41483.16,40211.14,40355.82,15108.27
2024-08-19,40355.82,40498.30,39758.62,40164.79,14472.74
2024-08-20,40164.79,40233.76,39618.30,39713.41,19278.52
2024-08-21,39713.41,41002.92,39621.39,40890.69,12839.81
2024-08-22,40890.69,41015.02,40806.10,40806.94,15122.12
2024-08-23,40806.94,40935.11,40648.55,40713.67,19905.24
2024-08-26,40713.67,41544.37,40331.13,41170.22,14708.09
2024-08-27,41170.22,41386.37,41020.11,41029.07,12648.87
2024-08-28,41029.07,41251.57,40853.66,41116.12,19121.02
2024-08-29,41116.12,41120.48,39969.98,40133.93,14103.02
2024-08-30,40133.93,40401.00,39098.25,39428.48,15673.21
2024-09-02,39428.48,39686.84,37777.63,38131.51,27527.75
2024-09-03,38131.51,39847.55,38020.83,39637.49,16511.84
2024-09-04,39637.49,39873.99,39296.67,39297.62,18945.92
2024-09-05,39297.62,39658.07,39218.60,39617.14,12633.37
2024-09-06,39617.14,40715.65,39497.60,40631.95,13471.89
2024-09-09,40631.95,40648.17,39801.34,39973.98,12556.36
2024-09-10,39973.98,40157.44,39180.56,39304.59,16878.67
2024-09-11,39304.59,40261.36,39156.70,40155.65,15470.51
2024-09-12,40155.65,41751.05,39786.20,41582.11,16666.15
2024-09-13,41582.11,42405.30,41451.54,42313.85,17384.14
2024-09-16,42313.85,42542.63,41041.83,41068.39,14668.98
2024-09-17,41068.39,42817.82,40947.91,42698.13,29289.93
2024-09-18,42698.13,42712.09,41435.50,41756.29,30040.47
2024-09-19,41756.29,41985.19,40541.49,40583.84,14065.57
2024-09-20,40583.84,40721.48,40451.03,40524.09,15656.79
2024-09-23,40524.09,40688.86,39918.78,40234.60,17244.32
2024-09-24,40234.60,40350.48,38786.65,38895.45,26699.43
2024-09-25,38895.45,39540.69,38837.35,39369.40,15675.66
2024-09-26,39369.40,39546.85,38572.61,38620.23,35768.80
2024-09-27,38620.23,38793.98,38489.82,38749.53,22175.27
2024-09-30,38749.53,38888.41,38249.17,38267.49,23986.82
2024-10-01,38267.49,39576.94,38190.78,39513.35,12642.41
2024-10-02,39513.35,39659.98,39037.83,39114.48,13814.27
2024-10-03,39114.48,39171.98,38384.79,38389.55,22774.89
2024-10-04,38389.55,38463.92,38224.97,38338.83,24302.77
2024-10-07,38338.83,39462.31,38303.27,39396.12,17340.47
2024-10-08,39396.12,40649.74,39326.01,40609.11,16374.29
2024-10-09,40609.11,40969.58,40291.75,40733.66,17648.26
2024-10-10,40733.66,40737.24,40311.16,40411.18,18424.27
2024-10-11,40411.18,41769.23,40380.02,41525.21,18659.79
2024-10-14,41525.21,41781.46,41096.00,41261.71,16435.79
2024-10-15,41261.71,42678.16,41216.06,42312.51,35729.35
2024-10-16,42312.51,42329.23,41399.46,41610.25,19881.15
2024-10-17,41610.25,41779.17,40946.08,41077.93,14527.48
2024-10-18,41077.93,41782.28,41013.37,41602.14,18788.99
2024-10-21,41602.14,41645.97,41181.82,41362.86,17407.95
2024-10-22,41362.86,41635.42,40877.83,40994.30,12571.33
2024-10-23,40994.30,43462.74,40625.38,43063.60,23618.66
2024-10-24,43063.60,44605.45,42964.18,44547.41,16082.88
2024-10-25,44547.41,44665.35,42062.48,42065.87,37008.05
2024-10-28,42065.87,42220.98,41720.59,41832.73,25534.50
2024-10-29,41832.73,41942.43,39772.44,40124.40,14820.73
2024-10-30,40124.40,40224.85,39987.21,40054.20,14690.46
2024-10-31,40054.20,41043.08,39762.90,40946.31,15793.94
2024-11-01,40946.31,41526.21,40782.64,41497.94,19764.96
2024-11-04,41497.94,43103.71,41382.50,43081.34,31049.04
2024-11-05,43081.34,44205.44,42859.89,43894.00,24527.79
2024-11-06,43894.00,43934.61,43188.25,43438.75,27682.07
2024-11-07,43438.75,43538.10,42564.89,42930.43,29062.42
2024-11-08,42930.43,46000.86,42879.45,45786.75,27780.26
2024-11-11,45786.75,45959.11,43962.10,44061.71,25951.31
2024-11-12,44061.71,44626.49,43993.11,44536.40,29092.76
2024-11-13,44536.40,44682.56,42858.81,42953.66,21390.92
2024-11-14,42953.66,43154.22,41137.17,41240.10,17218.74
2024-11-15,41240.10,41594.11,39901.97,40073.78,14522.86
2024-11-18,40073.78,40477.18,39634.17,39760.11,15207.19
2024-11-19,39760.11,39988.69,39111.92,39146.02,34942.82
2024-11-20,39146.02,39178.60,38873.85,38997.61,35100.50
2024-11-21,38997.61,39970.48,38958.51,39963.31,14558.94
2024-11-22,39963.31,41702.92,39873.13,41615.85,16425.92
2024-11-25,41615.85,41968.24,41189.25,41278.90,13799.85
2024-11-26,41278.90,41374.33,40216.63,40242.20,12530.01
2024-11-27,40242.20,40269.23,39956.43,40190.07,12208.64
2024-11-28,40190.07,41798.35,40076.88,41710.41,18371.76
2024-11-29,41710.41,42431.35,41518.80,42287.70,23988.74
2024-12-02,42287.70,42418.84,40497.54,40842.20,18932.59
2024-12-03,40842.20,41796.50,40506.77,41510.99,14920.69
2024-12-04,41510.99,41539.75,40029.76,40180.92,14550.94
2024-12-05,40180.92,41877.94,40150.49,41783.58,16313.09
2024-12-06,41783.58,41937.29,39505.12,39515.33,17133.41
2024-12-09,39515.33,39972.94,39443.19,39862.15,17548.17
2024-12-10,39862.15,42342.40,39785.10,42176.06,23962.09
2024-12-11,42176.06,43989.35,41951.35,43945.51,29136.28
2024-12-12,43945.51,44127.58,42437.55,42683.65,34314.81
2024-12-13,42683.65,43822.63,42545.72,43713.40,19252.15
2024-12-16,43713.40,44582.34,43637.69,44320.25,28076.69
2024-12-17,44320.25,44518.72,44161.17,44379.47,29375.79
2024-12-18,44379.47,44507.60,43990.74,44166.11,21989.88
2024-12-19,44166.11,44721.93,44128.97,44616.23,24541.16
2024-12-20,44616.23,44851.42,43342.84,43574.51,26264.09
2024-12-23,43574.51,43636.97,42824.69,43205.50,22054.23
2024-12-24,43205.50,43933.18,42972.94,43648.44,26773.05
2024-12-25,43648.44,43805.81,42851.57,42903.72,29210.04
2024-12-26,42903.72,43112.46,41257.72,41408.19,15419.81
2024-12-27,41408.19,42407.37,41126.30,42173.34,28591.32
2024-12-30,42173.34,44641.96,41817.27,44276.01,24387.26
2024-12-31,44276.01,45788.35,43919.00,45455.66,23426.03
2025-01-01,45455.66,45597.91,41641.84,41782.37,18716.29
2025-01-02,41782.37,42131.70,41516.03,41851.76,15351.28
2025-01-03,41851.76,42050.41,40672.41,40866.93,18153.74
2025-01-06,40866.93,40948.20,39785.38,39917.58,17863.25
2025-01-07,39917.58,40386.16,39718.11,40213.82,18600.53
2025-01-08,40213.82,41174.63,40132.73,40891.16,16653.47
2025-01-09,40891.16,41145.08,40246.29,40334.36,13483.71
2025-01-10,40334.36,40485.31,38524.13,38611.09,22666.58
2025-01-13,38611.09,38640.84,37602.09,37649.38,18865.02
2025-01-14,37649.38,39785.22,37504.64,39690.08,19482.51
2025-01-15,39690.08,39783.79,39250.65,39291.28,21603.58
2025-01-16,39291.28,41312.92,39069.92,40935.84,19759.24
2025-01-17,40935.84,41265.66,39751.71,40119.78,16614.16
2025-01-20,40119.78,41035.39,39814.12,40792.65,12017.19
2025-01-21,40792.65,40977.75,40495.75,40658.52,19103.54
2025-01-22,40658.52,40983.44,40590.61,40868.13,14095.77
2025-01-23,40868.13,41202.69,39098.97,39206.09,20441.40
2025-01-24,39206.09,39829.52,38864.16,39826.77,16724.34
2025-01-27,39826.77,39879.64,38984.86,39034.96,29074.31
2025-01-28,39034.96,39299.13,37277.28,37507.36,26505.72
2025-01-29,37507.36,38414.69,37398.35,38210.66,22756.44
2025-01-30,38210.66,39739.33,38099.31,39700.39,19459.40
2025-01-31,39700.39,39787.19,39607.77,39626.64,12205.59
2025-02-03,39626.64,39823.98,38367.74,38377.99,19870.31
2025-02-04,38377.99,38472.02,37942.66,38031.82,22646.56
2025-02-05,38031.82,39391.79,37802.00,39313.02,23866.10
2025-02-06,39313.02,39552.07,39158.25,39189.23,35432.30
2025-02-07,39189.23,40222.02,39139.86,40170.00,15634.09
2025-02-10,40170.00,40422.29,40052.31,40137.32,13782.16
2025-02-11,40137.32,40318.92,39193.93,39319.84,33982.74
2025-02-12,39319.84,39383.96,37375.37,37769.24,29627.75
2025-02-13,37769.24,39755.85,37748.61,39672.80,12485.76
2025-02-14,39672.80,41758.83,39659.56,41551.15,16155.81
2025-02-17,41551.15,41799.73,40921.63,41069.97,15701.92
2025-02-18,41069.97,42607.81,40926.66,42510.72,23308.99
2025-02-19,42510.72,42859.55,41629.92,41938.13,17089.91
2025-02-20,41938.13,42121.22,40956.01,41319.20,14394.66
2025-02-21,41319.20,42407.43,41197.53,42149.88,18174.23
2025-02-24,42149.88,42506.09,40369.81,40528.87,12571.96
2025-02-25,40528.87,40814.47,39861.84,40001.71,19251.69
2025-02-26,40001.71,40932.16,39953.55,40785.79,13419.88
2025-02-27,40785.79,40804.36,40281.73,40484.23,16042.13
2025-02-28,40484.23,40702.95,39677.95,39816.44,18509.07
2025-03-03,39816.44,40563.69,39762.00,40543.87,17323.31
2025-03-04,40543.87,40946.45,40480.56,40703.82,15156.31
2025-03-05,40703.82,40799.67,39818.32,40008.76,14694.92
2025-03-06,40008.76,40034.62,39686.72,39763.62,12565.30
2025-03-07,39763.62,41597.97,39630.48,41166.36,14211.92
2025-03-10,41166.36,41176.52,40942.94,41140.20,15228.81
2025-03-11,41140.20,42850.44,40905.97,42720.86,25987.57
2025-03-12,42720.86,42753.33,41938.55,42152.39,24427.80
2025-03-13,42152.39,42273.18,41328.05,41514.40,17882.50
2025-03-14,41514.40,41832.65,40390.36,40576.52,14204.50
2025-03-17,40576.52,41987.18,40320.55,41712.59,16729.03
2025-03-18,41712.59,43302.20,41664.65,43210.53,23346.00
2025-03-19,43210.53,43357.42,41278.63,41458.80,17603.12
2025-03-20,41458.80,41659.92,41307.30,41374.18,15710.17
2025-03-21,41374.18,41524.98,40317.40,40576.17,12831.53
2025-03-24,40576.17,42603.47,40467.74,42594.09,23154.30
2025-03-25,42594.09,42777.35,39802.59,40019.43,14783.72
2025-03-26,40019.43,40033.26,39183.79,39292.39,34898.87
2025-03-27,39292.39,39637.85,39290.44,39540.26,17969.77
2025-03-28,39540.26,39792.17,39426.11,39666.37,13922.14
2025-03-31,39666.37,41136.71,39455.08,40964.47,17495.14
2025-04-01,40964.47,43236.67,40758.53,43049.73,23810.36
2025-04-02,43049.73,43152.35,42543.03,42543.47,31035.76
2025-04-03,42543.47,42770.74,41928.24,42124.08,14186.67
2025-04-04,42124.08,42560.81,41058.79,41532.46,19043.92
2025-04-07,41532.46,42840.56,41418.45,42729.11,21184.80
2025-04-08,42729.11,43004.02,42528.13,42767.56,23244.34
2025-04-09,42767.56,42885.19,40983.30,41002.26,19823.84
2025-04-10,41002.26,41106.32,40605.60,40996.06,17582.67
2025-04-11,40996.06,41367.04,39876.07,40017.91,13451.90
2025-04-14,40017.91,40082.11,39902.45,39924.67,18139.43
2025-04-15,39924.67,40108.67,39907.65,39967.37,18038.87
2025-04-16,39967.37,40280.13,39632.60,39862.49,14399.13
2025-04-17,39862.49,41759.13,39522.48,41560.51,14089.65
2025-04-18,41560.51,42680.05,41281.84,42536.35,21560.26
2025-04-21,42536.35,42824.53,41156.77,41381.69,19892.75
2025-04-22,41381.69,41645.13,40889.35,40900.69,19394.49
2025-04-23,40900.69,41011.42,40496.36,40874.60,16383.91
2025-04-24,40874.60,41865.67,40552.69,41859.05,17368.65
2025-04-25,41859.05,42169.93,41480.88,41602.42,13657.93
2025-04-28,41602.42,41665.62,41341.07,41362.41,12573.26
2025-04-29,41362.41,41494.81,40599.08,40637.53,12720.70
2025-04-30,40637.53,40833.12,39787.63,40119.53,14702.19
2025-05-01,40119.53,41642.09,39887.11,41388.82,16435.90
2025-05-02,41388.82,41502.65,39867.66,40086.49,13955.85
2025-05-05,40086.49,40402.34,39743.29,39992.82,14690.93
2025-05-06,39992.82,40044.59,38229.29,38324.76,28367.20
2025-05-07,38324.76,38800.28,38299.40,38637.47,28348.58
2025-05-08,38637.47,39824.65,38566.63,39723.15,16858.93
2025-05-09,39723.15,40337.96,39614.27,40254.36,15702.25
2025-05-12,40254.36,40337.67,39838.38,39865.81,13873.42
2025-05-13,39865.81,41440.39,39821.17,41271.35,15520.37
2025-05-14,41271.35,41484.04,40653.59,40822.19,16703.15
2025-05-15,40822.19,41040.40,39105.46,39397.99,22545.21
2025-05-16,39397.99,39951.27,39220.38,39860.10,15408.20
2025-05-19,39860.10,39975.11,38661.43,38891.01,26973.08
2025-05-20,38891.01,38942.35,38771.47,38909.64,24802.10
2025-05-21,38909.64,40161.34,38852.15,40146.06,12001.62
2025-05-22,40146.06,41316.51,40011.21,41312.69,17343.32
2025-05-23,41312.69,42579.64,41221.01,42407.13,26673.16
2025-05-26,42407.13,43004.11,42333.47,42906.34,23502.45
2025-05-27,42906.34,43020.57,42194.33,42423.94,29362.96
2025-05-28,42423.94,42498.59,40687.49,40938.68,18201.35
2025-05-29,40938.68,40975.55,40257.47,40505.35,19719.26
2025-05-30,40505.35,40595.47,40298.57,40588.13,12389.38
2025-06-02,40588.13,40968.65,38966.72,39217.24,20578.37
2025-06-03,39217.24,41254.40,39122.62,41162.40,17286.12
2025-06-04,41162.40,41351.40,39974.04,40165.32,12117.06
2025-06-05,40165.32,40585.53,39901.00,40520.20,17893.91
2025-06-06,40520.20,40768.71,39645.06,39879.44,16369.13
2025-06-09,39879.44,39932.32,38233.31,38308.23,23600.19
2025-06-10,38308.23,38556.80,38264.87,38311.84,22514.90
2025-06-11,38311.84,38904.81,38181.58,38836.26,27532.84
2025-06-12,38836.26,40841.81,38541.23,40366.11,19048.26
2025-06-13,40366.11,41199.66,40269.76,41090.41,14448.56
2025-06-16,41090.41,41185.24,41011.87,41148.62,19614.86
2025-06-17,41148.62,41651.64,41005.71,41470.93,15278.33
2025-06-18,41470.93,41585.34,40653.18,40729.60,14262.78
2025-06-19,40729.60,42287.52,40621.75,42127.46,18522.39
2025-06-20,42127.46,42244.34,40329.47,40508.06,12558.46
2025-06-23,40508.06,40747.47,40136.61,40410.75,17732.31
2025-06-24,40410.75,42102.57,40282.30,41813.59,19710.02
2025-06-25,41813.59,42198.39,41758.24,42068.93,18570.67
2025-06-26,42068.93,43305.44,41858.58,43140.82,35730.13
2025-06-27,43140.82,43343.27,41874.16,41983.12,14768.36
2025-06-30,41983.12,42070.51,40002.51,40019.79,13655.51
2025-07-01,40019.79,40250.19,39769.35,40118.80,13271.61
2025-07-02,40118.80,40397.46,39392.03,39569.54,17297.03
2025-07-03,39569.54,39597.01,39392.97,39411.55,23988.57
2025-07-04,39411.55,39572.79,38706.12,38788.26,25713.62
2025-07-07,38788.26,40197.44,38703.41,39844.49,18438.61
2025-07-08,39844.49,39960.60,38891.75,38932.83,20050.75
2025-07-09,38932.83,39084.24,38709.28,38860.98,26111.15
2025-07-10,38860.98,39021.76,38305.23,38411.07,20512.27
2025-07-11,38411.07,38436.99,37622.71,37654.35,28377.67
2025-07-14,37654.35,39494.35,37520.82,39101.42,26393.18
2025-07-15,39101.42,39462.81,39089.40,39392.42,27247.22
2025-07-16,39392.42,40114.95,39165.50,39961.90,15554.05
2025-07-17,39961.90,40282.63,39764.35,40043.17,17947.14
2025-07-18,40043.17,40341.25,39922.05,40192.68,14626.69
2025-07-21,40192.68,40324.46,39709.97,39793.73,18397.20
2025-07-22,39793.73,41304.54,39612.70,41240.04,15939.25
2025-07-23,41240.04,41285.07,40875.06,41041.51,13934.42
2025-07-24,41041.51,41247.69,38847.40,38874.09,26648.50
2025-07-25,38874.09,39099.42,38567.45,38868.29,30106.28
2025-07-28,38868.29,39847.17,38805.53,39827.83,17642.96
2025-07-29,39827.83,40062.16,38922.24,39089.37,24787.97
2025-07-30,39089.37,39444.88,38785.10,39205.98,33212.82
2025-07-31,39205.98,39458.15,38692.85,38862.11,23866.59
2025-08-01,38862.11,41367.04,38857.11,41111.71,12665.70
2025-08-04,41111.71,41307.31,40975.18,41168.22,12118.94
2025-08-05,41168.22,41191.74,39704.27,39820.93,19138.65
2025-08-06,39820.93,40160.28,39512.68,40131.39,14874.46
2025-08-07,40131.39,41313.95,39989.08,41053.39,12416.42
2025-08-08,41053.39,41077.56,40671.63,40779.56,16683.68
2025-08-11,40779.56,40936.71,40318.36,40640.18,15783.52
2025-08-12,40640.18,40708.27,39604.06,39638.18,18988.98
2025-08-13,39638.18,39798.92,38750.78,38999.72,27074.05
2025-08-14,38999.72,39044.42,38726.31,38787.41,22767.42
2025-08-15,38787.41,38909.08,38649.64,38776.96,21350.11
2025-08-18,38776.96,39956.63,38698.56,39890.31,15292.37
2025-08-19,39890.31,40248.50,39257.16,39397.36,29542.96
2025-08-20,39397.36,39704.79,39112.08,39263.19,30272.84
2025-08-21,39263.19,39393.18,38924.49,39151.63,16676.89
2025-08-22,39151.63,40163.97,38881.49,40138.52,18947.75
2025-08-25,40138.52,40345.95,38789.68,38793.46,21134.77
2025-08-26,38793.46,39009.19,38527.01,38708.05,24624.37
2025-08-27,38708.05,38870.75,37704.91,37808.69,19413.40
2025-08-28,37808.69,38020.78,37761.73,37949.81,23732.47
2025-08-29,37949.81,38269.15,37422.44,37502.73,34249.77
2025-09-01,37502.73,37552.01,36596.82,36737.29,30018.41
2025-09-02,36737.29,38205.77,36593.47,38008.68,35597.34
